時間戳記,年級,就讀高中縣市,你知道2019年4/15巴黎聖母院發生什麼事了嗎？,你知道2019年4/10宣布了什麼天文學上的重大新聞嗎？,2018年中國科學家賀建奎發表了什麼造成全球學術界譁然？,你知道2019年4/21斯里蘭卡發生什麼事嗎？,你知道連續六年受假消息攻擊最嚴重的地方是？,你知道2018年臉書為什麼發生「刪帳號潮」嗎？,你知道2019年3/15在紐西蘭基督城發生了什麼事嗎？,你知道2019年4/25普丁和誰會面了嗎？,你知道2018年12/22印尼海嘯發生原因嗎？,你知道日本新年號是什麼嗎？,分數,平日資訊接收來源,意見回饋,您認為這份題目的難易度是?,這份問卷會讓你想要更加了解國際時事嗎?,,,,
5/2/2019 21:19:12,高一,基北北,不知道,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,隱私外洩,不知道,不知道,不知道,不知道,20 / 100,他人告知、口耳相傳,你問的東西跟教育部想要我們知道的東西有點出入。,這些事有發生過哦，怕豹.jpg,2,,,,
5/2/2019 21:41:26,高一,彰中投,恐怖攻擊,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,隱私外洩,不知道,習近平,海底地震,善化,20 / 100,"電視, 網路新聞",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
5/3/2019 0:03:58,高一,桃竹苗,火災,不知道,不知道,不知道,不知道,伺服器搬家造成大當機,不知道,不知道,不知道,令和,20 / 100,"Facebook, Instagram, Dcard",,這些事有發生過哦，怕豹.jpg,5,,,,
4/28/2019 18:32:30,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,不知道,槍擊案,不知道,海底地震,不知道,30 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/28/2019 20:03:12,其他,雲嘉南,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,以上皆非,隱私外洩,槍擊案,以上皆非,火山爆發,令和,80 / 100,PTT,,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/28/2019 18:47:57,高一,基北北,恐怖攻擊,拍到黑洞周圍電磁波影像,以上皆非,以上皆非,以上皆非,隱私外洩,以上皆非,以上皆非,以上皆非,以上皆非,30 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,1,,,,
4/28/2019 19:13:21,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,不知道,以上皆非,不知道,不知道,習近平,不知道,以上皆非,30 / 100,"電視, 網路新聞, Facebook, Instagram",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/28/2019 20:04:14,高二,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,槍擊案,金正恩,不知道,令和,70 / 100,"電視, 網路新聞, Facebook, Instagram",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/28/2019 22:28:00,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,以上皆非,不知道,隱私外洩,不知道,不知道,海底地震,善化,30 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/28/2019 22:49:16,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,地震,不知道,隱私外洩,不知道,不知道,海底地震,寬平,30 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/28/2019 20:05:06,其他,基北北,恐怖攻擊,拍到黑洞周圍電磁波影像,器官活摘合法論,政變,大陸,隱私外洩,槍擊案,金正恩,火山爆發,令和,60 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,這些事有發生過哦，怕豹.jpg,4,,,,
4/28/2019 22:54:44,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,不知道,不知道,不知道,不知道,令和,30 / 100,"電視, 網路新聞, Facebook, Instagram",,這些事有發生過哦，怕豹.jpg,4,,,,
4/28/2019 20:06:07,高三,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,不知道,以上皆非,不知道,不知道,不知道,不知道,令和,40 / 100,"電視, 報章雜誌, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/28/2019 22:55:43,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,不知道,不知道,不知道,不知道,令和,30 / 100,"電視, 網路新聞, Facebook, Instagram",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/28/2019 23:03:32,高一,基北北,不知道,不知道,不知道,爆炸案,以上皆非,不知道,不知道,金正恩,海底地震,以上皆非,30 / 100,"電視, 網路新聞, Facebook, PTT, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/28/2019 20:08:06,高二,基北北,火災,拍到黑洞周圍電磁波影像,不知道,地震,北韓,隱私外洩,不知道,不知道,不知道,不知道,30 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/28/2019 20:08:09,高二,彰中投,火災,拍到黑洞周圍電磁波影像,器官活摘合法論,爆炸案,不知道,不知道,不知道,金正恩,不知道,令和,50 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/28/2019 20:08:55,高二,基北北,火災,以上皆非,猴腦植入人體基因,爆炸案,不知道,隱私外洩,槍擊案,金正恩,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",很不錯的問卷，加油,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/28/2019 23:06:41,高一,桃竹苗,不知道,火星上有地震,不知道,政變,大陸,隱私外洩,槍擊案,不知道,海底地震,令和,30 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",梗圖很可愛,這些事有發生過哦，怕豹.jpg,1,,,,
4/28/2019 23:35:52,高一,雲嘉南,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,隱私外洩,不知道,不知道,不知道,以上皆非,30 / 100,"網路新聞, 巴哈姆特討論區, Facebook, Instagram",,這些事有發生過哦，怕豹.jpg,3,,,,
4/28/2019 23:43:37,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,不知道,不知道,不知道,不知道,令和,30 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/29/2019 1:01:45,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,政變,不知道,隱私外洩,不知道,不知道,海底地震,不知道,30 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 8:04:38,高一,雲嘉南,火災,不知道,不知道,政變,大陸,隱私外洩,不知道,以上皆非,海底地震,令和,30 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, Dcard",,中間偏難，跟你找到女朋友的可能一樣,2,,,,
4/28/2019 20:18:25,高二,雲嘉南,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,不知道,不知道,不知道,不知道,令和,30 / 100,"網路新聞, Facebook, Instagram",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/28/2019 20:19:36,高二,基北北,火災,拍到黑洞周圍電磁波影像,器官活摘合法論,爆炸案,大陸,臉書被中資收購,槍擊案,金正恩,海底地震,不知道,50 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 20:22:44,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"電視, 網路新聞, PTT",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,3,,,,
4/28/2019 20:23:35,高二,雲嘉南,火災,拍到黑洞周圍電磁波影像,不知道,不知道,北韓,臉書被中資收購,不知道,金正恩,不知道,令和,40 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/28/2019 20:27:10,高二,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,不知道,不知道,令和,70 / 100,"網路新聞, Facebook, Instagram, Twitter, 他人告知、口耳相傳, 其他",（爆雷一時爽，一直爆雷一直爽）,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 19:32:12,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,地震,不知道,伺服器搬家造成大當機,槍擊案,不知道,不知道,不知道,30 / 100,"網路新聞, 巴哈姆特討論區, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,這些事有發生過哦，怕豹.jpg,5,,,,
4/29/2019 19:41:27,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,隱私外洩,不知道,不知道,核彈試射,不知道,30 / 100,"網路新聞, Facebook, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,2,,,,
4/28/2019 20:28:36,高二,桃竹苗,火災,不知道,不知道,不知道,不知道,不知道,槍擊案,不知道,不知道,令和,30 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 20:01:29,高一,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,不知道,政變,大陸,臉書被中資收購,不知道,金正恩,海底地震,善化,30 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/28/2019 20:32:41,高二,雲嘉南,火災,不知道,不知道,不知道,北韓,不知道,不知道,不知道,海底地震,不知道,10 / 100,"Facebook, Instagram, 他人告知、口耳相傳",,這些事有發生過哦，怕豹.jpg,4,,,,
4/28/2019 20:32:52,高三,基北北,火災,拍到黑洞周圍電磁波影像,不知道,政變,大陸,不知道,不知道,川普,海底地震,令和,30 / 100,"電視, Facebook",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/28/2019 20:33:41,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"網路新聞, Facebook, Instagram, PTT",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/29/2019 20:20:39,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,不知道,不知道,不知道,不知道,令和,30 / 100,"網路新聞, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,2,,,,
4/29/2019 22:02:42,高一,宜蘭、花東,不知道,拍到黑洞周圍電磁波影像,猴腦植入人體基因,不知道,不知道,以上皆非,不知道,金正恩,不知道,令和,30 / 100,"網路新聞, PTT, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/28/2019 20:36:39,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"電視, 網路新聞",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,2,,,,
4/28/2019 20:37:31,高二,高屏,恐怖攻擊,拍到黑洞周圍電磁波影像,器官活摘合法論,政變,不知道,隱私外洩,槍擊案,川普,海底地震,令和,40 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 20:37:42,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,習近平,不知道,令和,70 / 100,"廣播, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, Twitter, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/28/2019 20:38:17,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 20:39:34,高二,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,臉書被中資收購,槍擊案,金正恩,海底地震,令和,70 / 100,"電視, 網路新聞, Facebook, Instagram, Twitter, 他人告知、口耳相傳, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 22:28:27,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,不知道,槍擊案,不知道,不知道,不知道,30 / 100,"電視, Facebook, Instagram, Twitter, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/29/2019 22:52:40,高一,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,不知道,北韓,隱私外洩,不知道,不知道,不知道,不知道,30 / 100,Instagram,,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/28/2019 20:41:46,高三,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,不知道,令和,90 / 100,"電視, 網路新聞, Facebook, PTT, 他人告知、口耳相傳","QQ
希望指考社會平均九十",中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/30/2019 0:12:06,高一,宜蘭、花東,火災,我們找到適合人類居住的境外行星,基因改造嬰兒,不知道,不知道,隱私外洩,不知道,不知道,不知道,不知道,30 / 100,"電視, 網路新聞, Facebook, Instagram",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/28/2019 20:45:04,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"電視, 網路新聞",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/30/2019 18:42:55,高一,彰中投,火災,不知道,不知道,地震,不知道,不知道,不知道,不知道,火山爆發,令和,30 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,這些事有發生過哦，怕豹.jpg,3,,,,
4/30/2019 20:05:54,高一,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,不知道,政變,北韓,不知道,槍擊案,川普,海底地震,不知道,30 / 100,"廣播, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/30/2019 20:14:02,高一,彰中投,不知道,拍到黑洞周圍電磁波影像,不知道,不知道,大陸,不知道,不知道,不知道,火山爆發,令和,30 / 100,"巴哈姆特討論區, Facebook, Twitter, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/28/2019 20:45:42,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/30/2019 22:25:00,高一,桃竹苗,槍擊,拍到黑洞周圍電磁波影像,猴腦植入人體基因,不知道,以上皆非,以上皆非,羊群暴動踐踏傷人,川普,海底地震,令和,30 / 100,"電視, 網路新聞, Facebook",我是不是要多關心時事?_??,中間偏難，跟你找到女朋友的可能一樣,4,,,,
4/30/2019 22:47:21,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,不知道,大陸,伺服器搬家造成大當機,不知道,不知道,海底地震,令和,30 / 100,"網路新聞, Instagram, 其他",加油喔,中間偏難，跟你找到女朋友的可能一樣,3,,,,
5/1/2019 6:35:18,高一,彰中投,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,政變,大陸,不知道,不知道,川普,海底地震,令和,30 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
5/1/2019 17:47:43,高一,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,不知道,北韓,不知道,不知道,不知道,不知道,令和,30 / 100,"網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,這些事有發生過哦，怕豹.jpg,5,,,,
5/1/2019 18:23:31,高一,宜蘭、花東,以上皆非,火星上有地震,基因改造嬰兒,爆炸案,北韓,伺服器搬家造成大當機,羊群暴動踐踏傷人,習近平,火山爆發,善化,30 / 100,"電視, 網路新聞, Facebook, Instagram",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,1,,,,
4/28/2019 20:51:37,高三,基北北,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,以上皆非,伺服器搬家造成大當機,槍擊案,川普,海底地震,令和,60 / 100,"電視, 報章雜誌, 網路新聞, Facebook, PTT",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/28/2019 20:54:04,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,地震,以上皆非,不知道,槍擊案,金正恩,海底地震,令和,70 / 100,"網路新聞, Facebook, Instagram, Twitter",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 20:55:21,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,不知道,槍擊案,金正恩,火山爆發,令和,90 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 20:56:02,其他,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,臉書被中資收購,槍擊案,習近平,海底地震,令和,70 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, PTT, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/28/2019 20:57:02,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram",做的不錯，可是都算大問題，應該要問仔細一點，畢竟我們除了知道有這些時事，應該也要進一步了解事情的前因後果，這樣才算真正的關心時事,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,3,,,,
4/28/2019 20:57:07,高二,基北北,火災,以上皆非,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, PTT",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,3,,,,
4/28/2019 20:57:25,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,習近平,海底地震,令和,80 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, Twitter, PTT",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
5/1/2019 19:03:55,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,不知道,大陸,以上皆非,不知道,不知道,海底地震,令和,30 / 100,"網路新聞, Facebook, Instagram, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 20:58:54,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,川普,不知道,令和,80 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, PTT, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
5/1/2019 22:36:11,高一,基北北,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,地震,芬蘭,隱私外洩,不知道,不知道,不知道,不知道,30 / 100,"電視, Facebook, Instagram",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/28/2019 18:42:42,高一,基北北,槍擊,火星上有地震,基因改造嬰兒,政變,以上皆非,臉書被中資收購,槍擊案,金正恩,以上皆非,不知道,40 / 100,"電視, 廣播",地球是平的,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,1,,,,
4/28/2019 19:11:42,高一,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,以上皆非,槍擊案,川普,海底地震,善化,40 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 19:45:29,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,政變,不知道,隱私外洩,不知道,習近平,不知道,令和,40 / 100,"網路新聞, 巴哈姆特討論區, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/28/2019 20:27:51,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,不知道,北韓,隱私外洩,不知道,川普,不知道,令和,40 / 100,"電視, Facebook, Instagram, 他人告知、口耳相傳",看的出來是高中生出的問卷,這些事有發生過哦，怕豹.jpg,4,,,,
